,date,high,low,open,close,volume,adjclose,formatted_date,ticker,type
4354,1491915600,64872.0,63351.0,64650.0,64360.0,3178400.0,64360.0,2017-04-11,^BVSP,INDEX
4355,1492002000,64456.0,63814.0,64362.0,63892.0,4253500.0,63892.0,2017-04-12,^BVSP,INDEX
4356,1492088400,63992.0,62826.0,63891.0,62826.0,3212900.0,62826.0,2017-04-13,^BVSP,INDEX
4357,1492434000,64424.0,62828.0,62828.0,64335.0,0.0,64335.0,2017-04-17,^BVSP,INDEX
4358,1492520400,64591.0,63717.0,64336.0,64159.0,3144800.0,64159.0,2017-04-18,^BVSP,INDEX
4359,1492606800,64572.0,63219.0,64165.0,63407.0,3069500.0,63407.0,2017-04-19,^BVSP,INDEX
4360,1492693200,64163.0,63388.0,63406.0,63761.0,2899700.0,63761.0,2017-04-20,^BVSP,INDEX
4361,1493038800,64754.0,63761.0,63761.0,64389.0,3194100.0,64389.0,2017-04-24,^BVSP,INDEX
4362,1493125200,65148.0,63875.0,64384.0,65148.0,3037200.0,65148.0,2017-04-25,^BVSP,INDEX
4363,1493211600,65436.0,64679.0,65144.0,64862.0,3221600.0,64862.0,2017-04-26,^BVSP,INDEX
4364,1493298000,65327.0,64292.0,64872.0,64677.0,3112100.0,64677.0,2017-04-27,^BVSP,INDEX
4365,1493384400,65403.0,64592.0,64679.0,65403.0,2973700.0,65403.0,2017-04-28,^BVSP,INDEX
4366,1493730000,66877.0,65404.0,65404.0,66722.0,3497000.0,66722.0,2017-05-02,^BVSP,INDEX
4367,1493816400,66758.0,65898.0,66720.0,66094.0,3446400.0,66094.0,2017-05-03,^BVSP,INDEX
4368,1493902800,66099.0,64721.0,66069.0,64863.0,3779900.0,64863.0,2017-05-04,^BVSP,INDEX
4369,1493989200,65768.0,64863.0,64869.0,65710.0,2760000.0,65710.0,2017-05-05,^BVSP,INDEX
4370,1494248400,66015.0,65295.0,65705.0,65526.0,2273300.0,65526.0,2017-05-08,^BVSP,INDEX
4371,1494334800,66536.0,65533.0,65533.0,66278.0,2679100.0,66278.0,2017-05-09,^BVSP,INDEX
4372,1494421200,67528.0,66284.0,66284.0,67350.0,3174100.0,67350.0,2017-05-10,^BVSP,INDEX
4373,1494507600,67709.0,67191.0,67355.0,67538.0,2872600.0,67538.0,2017-05-11,^BVSP,INDEX
4374,1494594000,68429.0,67536.0,67536.0,68222.0,3822600.0,68222.0,2017-05-12,^BVSP,INDEX
4375,1494853200,68593.0,68081.0,68227.0,68474.0,3290300.0,68474.0,2017-05-15,^BVSP,INDEX
4376,1494939600,68792.0,68124.0,68473.0,68684.0,3672400.0,68684.0,2017-05-16,^BVSP,INDEX
4377,1495026000,68674.0,67163.0,68674.0,67540.0,3317200.0,67540.0,2017-05-17,^BVSP,INDEX
4378,1495112400,67536.0,60315.0,67536.0,61597.0,11046700.0,61597.0,2017-05-18,^BVSP,INDEX
4379,1495198800,63488.0,61597.0,61597.0,62639.0,6120800.0,62639.0,2017-05-19,^BVSP,INDEX
4380,1495458000,62638.0,60925.0,62638.0,61673.0,5815800.0,61673.0,2017-05-22,^BVSP,INDEX
4381,1495544400,62775.0,61670.0,61670.0,62662.0,4753500.0,62662.0,2017-05-23,^BVSP,INDEX
4382,1495630800,64016.0,62673.0,62673.0,63257.0,4181200.0,63257.0,2017-05-24,^BVSP,INDEX
4383,1495717200,63991.0,62762.0,63256.0,63227.0,4001000.0,63227.0,2017-05-25,^BVSP,INDEX
4384,1495803600,64170.0,63228.0,63228.0,64085.0,3849400.0,64085.0,2017-05-26,^BVSP,INDEX
4385,1496062800,64055.0,63531.0,64055.0,63761.0,1646300.0,63761.0,2017-05-29,^BVSP,INDEX
4386,1496149200,64107.0,63720.0,63765.0,63962.0,2235300.0,63962.0,2017-05-30,^BVSP,INDEX
4387,1496235600,63984.0,62673.0,63961.0,62711.0,4535100.0,62711.0,2017-05-31,^BVSP,INDEX
4388,1496322000,63293.0,62165.0,62711.0,62289.0,3370200.0,62289.0,2017-06-01,^BVSP,INDEX
4389,1496408400,62773.0,62161.0,62289.0,62511.0,2874500.0,62511.0,2017-06-02,^BVSP,INDEX
4390,1496667600,62800.0,62010.0,62503.0,62450.0,2421700.0,62450.0,2017-06-05,^BVSP,INDEX
4391,1496754000,63302.0,62426.0,62450.0,62955.0,2993300.0,62955.0,2017-06-06,^BVSP,INDEX
4392,1496840400,63637.0,62912.0,62955.0,63171.0,2892300.0,63171.0,2017-06-07,^BVSP,INDEX
4393,1496926800,63171.0,62376.0,63171.0,62756.0,2702400.0,62756.0,2017-06-08,^BVSP,INDEX
4394,1497013200,63066.0,62095.0,62755.0,62211.0,3099900.0,62211.0,2017-06-09,^BVSP,INDEX
4395,1497272400,62286.0,61279.0,62219.0,61700.0,3026600.0,61700.0,2017-06-12,^BVSP,INDEX
4396,1497358800,62012.0,61510.0,61708.0,61829.0,2469100.0,61829.0,2017-06-13,^BVSP,INDEX
4397,1497445200,62475.0,61508.0,61831.0,61923.0,4328500.0,61923.0,2017-06-14,^BVSP,INDEX
4398,1497531600,,,,,,,2017-06-15,^BVSP,INDEX
4399,1497618000,61921.0,61269.0,61911.0,61626.0,5088000.0,61626.0,2017-06-16,^BVSP,INDEX
4400,1497877200,62272.0,61620.0,61620.0,62014.0,2752600.0,62014.0,2017-06-19,^BVSP,INDEX
4401,1497963600,62011.0,60766.0,62011.0,60766.0,3956200.0,60766.0,2017-06-20,^BVSP,INDEX
4402,1498050000,61188.0,60544.0,60783.0,60762.0,3274700.0,60762.0,2017-06-21,^BVSP,INDEX
4403,1498136400,61354.0,60758.0,60762.0,61272.0,3066900.0,61272.0,2017-06-22,^BVSP,INDEX
4404,1498222800,61400.0,60992.0,61272.0,61087.0,2836700.0,61087.0,2017-06-23,^BVSP,INDEX
4405,1498482000,62251.0,61088.0,61088.0,62188.0,2599200.0,62188.0,2017-06-26,^BVSP,INDEX
4406,1498568400,62424.0,61580.0,62188.0,61675.0,3275700.0,61675.0,2017-06-27,^BVSP,INDEX
4407,1498654800,62057.0,61433.0,61684.0,62018.0,2719100.0,62018.0,2017-06-28,^BVSP,INDEX
4408,1498741200,62499.0,61689.0,62010.0,62239.0,2915500.0,62239.0,2017-06-29,^BVSP,INDEX
4409,1498827600,63038.0,62238.0,62238.0,62900.0,2688200.0,62900.0,2017-06-30,^BVSP,INDEX
4410,1499086800,63338.0,62901.0,62901.0,63280.0,2086300.0,63280.0,2017-07-03,^BVSP,INDEX
4411,1499173200,63346.0,63076.0,63268.0,63232.0,950700.0,63232.0,2017-07-04,^BVSP,INDEX
4412,1499259600,63485.0,62708.0,63215.0,63154.0,3169900.0,63154.0,2017-07-05,^BVSP,INDEX
4413,1499346000,63188.0,62354.0,63156.0,62470.0,3038700.0,62470.0,2017-07-06,^BVSP,INDEX
4414,1499432400,62926.0,62035.0,62474.0,62322.0,2894200.0,62322.0,2017-07-07,^BVSP,INDEX
4415,1499691600,63135.0,62322.0,62322.0,63025.0,2224000.0,63025.0,2017-07-10,^BVSP,INDEX
4416,1499778000,63891.0,62908.0,63027.0,63832.0,2566700.0,63832.0,2017-07-11,^BVSP,INDEX
4417,1499864400,64938.0,63827.0,63840.0,64836.0,4116300.0,64836.0,2017-07-12,^BVSP,INDEX
4418,1499950800,65302.0,64854.0,64854.0,65178.0,3121700.0,65178.0,2017-07-13,^BVSP,INDEX
4419,1500037200,65624.0,65178.0,65178.0,65436.0,2711600.0,65436.0,2017-07-14,^BVSP,INDEX
4420,1500296400,65478.0,65119.0,65431.0,65212.0,2255300.0,65212.0,2017-07-17,^BVSP,INDEX
4421,1500382800,65338.0,64943.0,65208.0,65338.0,2213500.0,65338.0,2017-07-18,^BVSP,INDEX
4422,1500469200,65604.0,64874.0,65337.0,65180.0,2622700.0,65180.0,2017-07-19,^BVSP,INDEX
4423,1500555600,65505.0,64898.0,65178.0,64938.0,2252900.0,64938.0,2017-07-20,^BVSP,INDEX
4424,1500642000,65150.0,64599.0,64936.0,64684.0,2125500.0,64684.0,2017-07-21,^BVSP,INDEX
4425,1500901200,65104.0,64678.0,64695.0,65100.0,1908900.0,65100.0,2017-07-24,^BVSP,INDEX
4426,1500987600,65749.0,65101.0,65101.0,65668.0,2737400.0,65668.0,2017-07-25,^BVSP,INDEX
4427,1501074000,65873.0,64992.0,65668.0,65011.0,2942300.0,65011.0,2017-07-26,^BVSP,INDEX
4428,1501160400,65678.0,65013.0,65013.0,65277.0,2483900.0,65277.0,2017-07-27,^BVSP,INDEX
4429,1501246800,65497.0,64953.0,65253.0,65497.0,2760700.0,65497.0,2017-07-28,^BVSP,INDEX
4430,1501506000,66048.0,65503.0,65503.0,65920.0,2572700.0,65920.0,2017-07-31,^BVSP,INDEX
4431,1501592400,66606.0,65925.0,65925.0,66516.0,2762600.0,66516.0,2017-08-01,^BVSP,INDEX
4432,1501678800,67277.0,66305.0,66504.0,67136.0,3713700.0,67136.0,2017-08-02,^BVSP,INDEX
4433,1501765200,67256.0,66705.0,67136.0,66777.0,2722400.0,66777.0,2017-08-03,^BVSP,INDEX
4434,1501851600,67104.0,66525.0,66783.0,66898.0,2370900.0,66898.0,2017-08-04,^BVSP,INDEX
4435,1502110800,68043.0,66887.0,66898.0,67940.0,2996800.0,67940.0,2017-08-07,^BVSP,INDEX
4436,1502197200,68500.0,67671.0,67936.0,67899.0,3134300.0,67899.0,2017-08-08,^BVSP,INDEX
4437,1502283600,67894.0,67290.0,67894.0,67671.0,2488000.0,67671.0,2017-08-09,^BVSP,INDEX
4438,1502370000,67671.0,66650.0,67671.0,66992.0,2820800.0,66992.0,2017-08-10,^BVSP,INDEX
4439,1502456400,67623.0,66678.0,66992.0,67359.0,2890000.0,67359.0,2017-08-11,^BVSP,INDEX
4440,1502715600,68642.0,67226.0,67364.0,68285.0,2827300.0,68285.0,2017-08-14,^BVSP,INDEX
4441,1502802000,68846.0,68293.0,68296.0,68355.0,2753200.0,68355.0,2017-08-15,^BVSP,INDEX
4442,1502888400,68950.0,68304.0,68356.0,68594.0,3753400.0,68594.0,2017-08-16,^BVSP,INDEX
4443,1502974800,68596.0,67866.0,68596.0,67977.0,2661800.0,67977.0,2017-08-17,^BVSP,INDEX
4444,1503061200,68808.0,67979.0,67990.0,68715.0,3464800.0,68715.0,2017-08-18,^BVSP,INDEX
4445,1503320400,69068.0,68514.0,68713.0,68635.0,2643300.0,68635.0,2017-08-21,^BVSP,INDEX
4446,1503406800,70278.0,68645.0,68645.0,70011.0,3907500.0,70011.0,2017-08-22,^BVSP,INDEX
4447,1503493200,70587.0,69947.0,70011.0,70478.0,3348400.0,70478.0,2017-08-23,^BVSP,INDEX
4448,1503579600,71238.0,70482.0,70482.0,71133.0,3113000.0,71133.0,2017-08-24,^BVSP,INDEX
4449,1503666000,71506.0,70801.0,71138.0,71074.0,2411000.0,71074.0,2017-08-25,^BVSP,INDEX
4450,1503925200,71390.0,70909.0,71074.0,71017.0,2196400.0,71017.0,2017-08-28,^BVSP,INDEX
4451,1504011600,71330.0,70517.0,71005.0,71330.0,2274700.0,71330.0,2017-08-29,^BVSP,INDEX
4452,1504098000,71454.0,70755.0,71328.0,70886.0,2663200.0,70886.0,2017-08-30,^BVSP,INDEX
4453,1504184400,71234.0,70516.0,70887.0,70835.0,4245100.0,70835.0,2017-08-31,^BVSP,INDEX
4454,1504270800,72217.0,70846.0,70848.0,71923.0,3880900.0,71923.0,2017-09-01,^BVSP,INDEX
4455,1504530000,72141.0,71671.0,71921.0,72129.0,1998000.0,72129.0,2017-09-04,^BVSP,INDEX
4456,1504616400,73180.0,71827.0,72134.0,72151.0,4230900.0,72151.0,2017-09-05,^BVSP,INDEX
4457,1504702800,73608.0,72157.0,72157.0,73412.0,4242500.0,73412.0,2017-09-06,^BVSP,INDEX
4458,1504789200,,,,,,,2017-09-07,^BVSP,INDEX
4459,1504875600,73646.0,72925.0,73413.0,73079.0,3114100.0,73079.0,2017-09-08,^BVSP,INDEX
4460,1505134800,74636.0,73096.0,73096.0,74319.0,3283100.0,74319.0,2017-09-11,^BVSP,INDEX
4461,1505221200,75332.0,74294.0,74322.0,74539.0,3591700.0,74539.0,2017-09-12,^BVSP,INDEX
4462,1505307600,75146.0,74196.0,74543.0,74788.0,3212500.0,74788.0,2017-09-13,^BVSP,INDEX
4463,1505394000,74949.0,74397.0,74787.0,74657.0,3206100.0,74657.0,2017-09-14,^BVSP,INDEX
4464,1505480400,75820.0,74648.0,74656.0,75757.0,4825000.0,75757.0,2017-09-15,^BVSP,INDEX
4465,1505739600,76404.0,75621.0,75758.0,75990.0,3437400.0,75990.0,2017-09-18,^BVSP,INDEX
4466,1505826000,76071.0,75300.0,75990.0,75974.0,3026100.0,75974.0,2017-09-19,^BVSP,INDEX
4467,1505912400,76420.0,75074.0,75974.0,76004.0,3890900.0,76004.0,2017-09-20,^BVSP,INDEX
4468,1505998800,76251.0,75282.0,76014.0,75604.0,3228500.0,75604.0,2017-09-21,^BVSP,INDEX
4469,1506085200,75734.0,75029.0,75618.0,75390.0,2801700.0,75390.0,2017-09-22,^BVSP,INDEX
4470,1506344400,75470.0,74303.0,75381.0,74443.0,3376500.0,74443.0,2017-09-25,^BVSP,INDEX
4471,1506430800,74971.0,74319.0,74443.0,74319.0,3565400.0,74319.0,2017-09-26,^BVSP,INDEX
4472,1506517200,74744.0,73125.0,74358.0,73797.0,3788600.0,73797.0,2017-09-27,^BVSP,INDEX
4473,1506603600,74011.0,73277.0,73808.0,73567.0,3082900.0,73567.0,2017-09-28,^BVSP,INDEX
4474,1506690000,74518.0,73571.0,73571.0,74294.0,3126600.0,74294.0,2017-09-29,^BVSP,INDEX
4475,1506949200,74506.0,73845.0,74295.0,74360.0,2512000.0,74360.0,2017-10-02,^BVSP,INDEX
4476,1507035600,76763.0,74363.0,74363.0,76763.0,3816900.0,76763.0,2017-10-03,^BVSP,INDEX
4477,1507122000,77004.0,76422.0,76763.0,76591.0,3119500.0,76591.0,2017-10-04,^BVSP,INDEX
4478,1507208400,78024.0,76592.0,76592.0,76618.0,4112900.0,76618.0,2017-10-05,^BVSP,INDEX
4479,1507294800,76618.0,75603.0,76618.0,76055.0,2994300.0,76055.0,2017-10-06,^BVSP,INDEX
4480,1507554000,76067.0,75181.0,76055.0,75727.0,2335300.0,75727.0,2017-10-09,^BVSP,INDEX
4481,1507640400,76996.0,75745.0,75745.0,76897.0,3489200.0,76897.0,2017-10-10,^BVSP,INDEX
4482,1507726800,76985.0,76323.0,76910.0,76660.0,3781500.0,76660.0,2017-10-11,^BVSP,INDEX
4483,1507813200,,,,,,,2017-10-12,^BVSP,INDEX
4484,1507899600,77319.0,76659.0,76659.0,76990.0,3200100.0,76990.0,2017-10-13,^BVSP,INDEX
4485,1508155200,77382.0,76565.0,76985.0,76892.0,3075600.0,76892.0,2017-10-16,^BVSP,INDEX
4486,1508241600,76892.0,76046.0,76892.0,76201.0,2771100.0,76201.0,2017-10-17,^BVSP,INDEX
4487,1508328000,76730.0,76012.0,76211.0,76591.0,3156800.0,76591.0,2017-10-18,^BVSP,INDEX
4488,1508414400,76591.0,75366.0,76591.0,76283.0,2509800.0,76283.0,2017-10-19,^BVSP,INDEX
4489,1508500800,76971.0,76291.0,76291.0,76391.0,2645300.0,76391.0,2017-10-20,^BVSP,INDEX
4490,1508760000,76498.0,75315.0,76398.0,75413.0,2631800.0,75413.0,2017-10-23,^BVSP,INDEX
4491,1508846400,76420.0,75426.0,75426.0,76350.0,3047500.0,76350.0,2017-10-24,^BVSP,INDEX
4492,1508932800,76883.0,75404.0,76350.0,76671.0,2953800.0,76671.0,2017-10-25,^BVSP,INDEX
4493,1509019200,77061.0,75813.0,76671.0,75896.0,2901100.0,75896.0,2017-10-26,^BVSP,INDEX
4494,1509105600,76617.0,75601.0,75898.0,75976.0,3434400.0,75976.0,2017-10-27,^BVSP,INDEX
4495,1509364800,75973.0,74305.0,75973.0,74800.0,3811600.0,74800.0,2017-10-30,^BVSP,INDEX
4496,1509451200,75142.0,74145.0,74798.0,74308.0,3545700.0,74308.0,2017-10-31,^BVSP,INDEX
4497,1509537600,75199.0,73823.0,74310.0,73824.0,3668100.0,73824.0,2017-11-01,^BVSP,INDEX
4498,1509624000,,,,,,,2017-11-02,^BVSP,INDEX
4499,1509710400,74254.0,73094.0,73834.0,73915.0,4386900.0,73915.0,2017-11-03,^BVSP,INDEX
4500,1509969600,74445.0,73830.0,73911.0,74311.0,3297400.0,74311.0,2017-11-06,^BVSP,INDEX
4501,1510056000,74306.0,72386.0,74306.0,72415.0,4888900.0,72415.0,2017-11-07,^BVSP,INDEX
4502,1510142400,74481.0,72468.0,72468.0,74363.0,3408800.0,74363.0,2017-11-08,^BVSP,INDEX
4503,1510228800,74363.0,72795.0,74363.0,72931.0,3303800.0,72931.0,2017-11-09,^BVSP,INDEX
4504,1510315200,73019.0,71920.0,72932.0,72166.0,3140100.0,72166.0,2017-11-10,^BVSP,INDEX
4505,1510574400,72735.0,71776.0,72167.0,72475.0,2783400.0,72475.0,2017-11-13,^BVSP,INDEX
4506,1510660800,72838.0,70825.0,72442.0,70827.0,4352600.0,70827.0,2017-11-14,^BVSP,INDEX
4507,1510747200,72838.0,70825.0,72442.0,70827.0,0.0,70827.0,2017-11-15,^BVSP,INDEX
4508,1510833600,72896.0,70827.0,70827.0,72512.0,3340900.0,72512.0,2017-11-16,^BVSP,INDEX
4509,1510920000,73632.0,72390.0,72512.0,73437.0,2749700.0,73437.0,2017-11-17,^BVSP,INDEX
4510,1511179200,,,,,,,2017-11-20,^BVSP,INDEX
4511,1511265600,75073.0,73439.0,73439.0,74595.0,3539600.0,74595.0,2017-11-21,^BVSP,INDEX
4512,1511352000,75019.0,74242.0,74611.0,74519.0,3410600.0,74519.0,2017-11-22,^BVSP,INDEX
4513,1511438400,74578.0,73851.0,74519.0,74487.0,1556800.0,74487.0,2017-11-23,^BVSP,INDEX
4514,1511524800,74542.0,74093.0,74503.0,74157.0,2510300.0,74157.0,2017-11-24,^BVSP,INDEX
4515,1511784000,74157.0,73159.0,74157.0,74059.0,2810800.0,74059.0,2017-11-27,^BVSP,INDEX
4516,1511870400,74989.0,74056.0,74060.0,74140.0,3030700.0,74140.0,2017-11-28,^BVSP,INDEX
4517,1511956800,74515.0,72700.0,74146.0,72700.0,3639400.0,72700.0,2017-11-29,^BVSP,INDEX
4518,1512043200,72700.0,71215.0,72700.0,71971.0,5348800.0,71971.0,2017-11-30,^BVSP,INDEX
4519,1512129600,72472.0,71488.0,71955.0,72264.0,3003100.0,72264.0,2017-12-01,^BVSP,INDEX
4520,1512388800,73749.0,72266.0,72266.0,73090.0,3038600.0,73090.0,2017-12-04,^BVSP,INDEX
4521,1512475200,74166.0,72319.0,73090.0,72546.0,2913300.0,72546.0,2017-12-05,^BVSP,INDEX
4522,1512561600,73418.0,71906.0,72535.0,73268.0,3099300.0,73268.0,2017-12-06,^BVSP,INDEX
4523,1512648000,73268.0,71356.0,73268.0,72487.0,3260800.0,72487.0,2017-12-07,^BVSP,INDEX
4524,1512734400,73425.0,72489.0,72489.0,72732.0,3085600.0,72732.0,2017-12-08,^BVSP,INDEX
4525,1512993600,73361.0,72498.0,72775.0,72800.0,2450200.0,72800.0,2017-12-11,^BVSP,INDEX
4526,1513080000,73814.0,71798.0,72800.0,73814.0,2956100.0,73814.0,2017-12-12,^BVSP,INDEX
4527,1513166400,74622.0,72569.0,73827.0,72914.0,4494700.0,72914.0,2017-12-13,^BVSP,INDEX
4528,1513252800,72913.0,71969.0,72913.0,72429.0,3491800.0,72429.0,2017-12-14,^BVSP,INDEX
4529,1513339200,73069.0,72277.0,72428.0,72608.0,4659500.0,72608.0,2017-12-15,^BVSP,INDEX
4530,1513598400,73519.0,72621.0,72621.0,73115.0,3202900.0,73115.0,2017-12-18,^BVSP,INDEX
4531,1513684800,73139.0,72347.0,73122.0,72680.0,2351600.0,72680.0,2017-12-19,^BVSP,INDEX
4532,1513771200,73492.0,72680.0,72680.0,73367.0,2219600.0,73367.0,2017-12-20,^BVSP,INDEX
4533,1513857600,75133.0,73265.0,73367.0,75133.0,3056400.0,75133.0,2017-12-21,^BVSP,INDEX
4534,1513944000,75227.0,74623.0,75128.0,75187.0,1906900.0,75187.0,2017-12-22,^BVSP,INDEX
4535,1514203200,,,,,,,2017-12-25,^BVSP,INDEX
4536,1514289600,75758.0,74924.0,75187.0,75688.0,1579700.0,75688.0,2017-12-26,^BVSP,INDEX
4537,1514376000,76293.0,75708.0,75708.0,76073.0,1792200.0,76073.0,2017-12-27,^BVSP,INDEX
4538,1514462400,76437.0,76077.0,76077.0,76402.0,2083000.0,76402.0,2017-12-28,^BVSP,INDEX
4539,1514548800,76437.0,76077.0,76077.0,76402.0,0.0,76402.0,2017-12-29,^BVSP,INDEX
4540,1514894400,77909.0,76403.0,76403.0,77891.0,2880300.0,77891.0,2018-01-02,^BVSP,INDEX
4541,1514980800,78414.0,77602.0,77889.0,77995.0,3142200.0,77995.0,2018-01-03,^BVSP,INDEX
4542,1515067200,79135.0,77998.0,77998.0,78647.0,3486100.0,78647.0,2018-01-04,^BVSP,INDEX
4543,1515153600,79071.0,78218.0,78644.0,79071.0,2747100.0,79071.0,2018-01-05,^BVSP,INDEX
4544,1515412800,79395.0,78631.0,79070.0,79379.0,2550800.0,79379.0,2018-01-08,^BVSP,INDEX
4545,1515499200,79415.0,78699.0,79379.0,78864.0,3458600.0,78864.0,2018-01-09,^BVSP,INDEX
4546,1515585600,78864.0,78164.0,78864.0,78201.0,2759900.0,78201.0,2018-01-10,^BVSP,INDEX
4547,1515672000,79365.0,78201.0,78201.0,79365.0,3409400.0,79365.0,2018-01-11,^BVSP,INDEX
4548,1515758400,79440.0,78861.0,79365.0,79349.0,3577800.0,79349.0,2018-01-12,^BVSP,INDEX
4549,1516017600,79847.0,79349.0,79349.0,79752.0,1941000.0,79752.0,2018-01-15,^BVSP,INDEX
4550,1516104000,80246.0,79668.0,79751.0,79832.0,2982500.0,79832.0,2018-01-16,^BVSP,INDEX
4551,1516190400,81189.0,79828.0,79832.0,81189.0,3341200.0,81189.0,2018-01-17,^BVSP,INDEX
4552,1516276800,81367.0,80498.0,81185.0,80963.0,3429600.0,80963.0,2018-01-18,^BVSP,INDEX
4553,1516363200,81429.0,80854.0,80965.0,81220.0,3123200.0,81220.0,2018-01-19,^BVSP,INDEX
4554,1516622400,81675.0,80923.0,81220.0,81675.0,2693000.0,81675.0,2018-01-22,^BVSP,INDEX
4555,1516708800,81676.0,80524.0,81676.0,80678.0,3711200.0,80678.0,2018-01-23,^BVSP,INDEX
4556,1516795200,83680.0,80679.0,80679.0,83680.0,5503700.0,83680.0,2018-01-24,^BVSP,INDEX
4557,1516881600,83680.0,80679.0,80679.0,83680.0,0.0,83680.0,2018-01-25,^BVSP,INDEX
4558,1516968000,85531.0,83680.0,83680.0,85531.0,5410600.0,85531.0,2018-01-26,^BVSP,INDEX
4559,1517227200,85531.0,84341.0,85531.0,84698.0,3889600.0,84698.0,2018-01-29,^BVSP,INDEX
4560,1517313600,84697.0,83804.0,84697.0,84482.0,3566000.0,84482.0,2018-01-30,^BVSP,INDEX
4561,1517400000,86213.0,84484.0,84485.0,84913.0,4233500.0,84913.0,2018-01-31,^BVSP,INDEX
4562,1517486400,86028.0,84833.0,84913.0,85495.0,4085300.0,85495.0,2018-02-01,^BVSP,INDEX
4563,1517572800,85495.0,83831.0,85495.0,84041.0,3376900.0,84041.0,2018-02-02,^BVSP,INDEX
4564,1517832000,84311.0,81861.0,84040.0,81861.0,3253600.0,81861.0,2018-02-05,^BVSP,INDEX
4565,1517918400,84162.0,80804.0,81857.0,83894.0,5599100.0,83894.0,2018-02-06,^BVSP,INDEX
4566,1518004800,84410.0,82548.0,83894.0,82767.0,3886000.0,82767.0,2018-02-07,^BVSP,INDEX
4567,1518091200,83501.0,81109.0,82773.0,81533.0,4011400.0,81533.0,2018-02-08,^BVSP,INDEX
4568,1518177600,81897.0,79690.0,81532.0,80899.0,4283400.0,80899.0,2018-02-09,^BVSP,INDEX
4569,1518620400,,,,,,,2018-02-14,^BVSP,INDEX
4570,1518696000,84686.0,83551.0,83551.0,84291.0,3489300.0,84291.0,2018-02-15,^BVSP,INDEX
4571,1518782400,84575.0,83824.0,84291.0,84525.0,3475800.0,84525.0,2018-02-16,^BVSP,INDEX
4572,1519045200,84956.0,84525.0,84525.0,84793.0,2088900.0,84793.0,2018-02-19,^BVSP,INDEX
4573,1519131600,86290.0,84261.0,84792.0,85804.0,4078100.0,85804.0,2018-02-20,^BVSP,INDEX
4574,1519218000,87358.0,85804.0,85804.0,86052.0,4815500.0,86052.0,2018-02-21,^BVSP,INDEX
4575,1519304400,87159.0,86050.0,86050.0,86686.0,3535700.0,86686.0,2018-02-22,^BVSP,INDEX
4576,1519390800,87345.0,86138.0,86690.0,87293.0,4178600.0,87293.0,2018-02-23,^BVSP,INDEX
4577,1519650000,88318.0,87242.0,87296.0,87653.0,4047100.0,87653.0,2018-02-26,^BVSP,INDEX
4578,1519736400,87839.0,86613.0,87649.0,86935.0,3534700.0,86935.0,2018-02-27,^BVSP,INDEX
4579,1519822800,87109.0,85431.0,86939.0,85481.0,5947100.0,85481.0,2018-02-28,^BVSP,INDEX
4580,1519909200,86260.0,84640.0,85337.0,85378.0,4341300.0,85378.0,2018-03-01,^BVSP,INDEX
4581,1519995600,85761.0,83897.0,85378.0,85761.0,3884300.0,85761.0,2018-03-02,^BVSP,INDEX
4582,1520254800,86165.0,85053.0,85292.0,86023.0,3425200.0,86023.0,2018-03-05,^BVSP,INDEX
4583,1520341200,86931.0,85653.0,86023.0,85653.0,3608600.0,85653.0,2018-03-06,^BVSP,INDEX
4584,1520427600,85653.0,84397.0,85653.0,85484.0,3456800.0,85484.0,2018-03-07,^BVSP,INDEX
4585,1520514000,85830.0,84491.0,85510.0,84985.0,3694700.0,84985.0,2018-03-08,^BVSP,INDEX
4586,1520600400,86389.0,84749.0,84987.0,86371.0,3481500.0,86371.0,2018-03-09,^BVSP,INDEX
4587,1520859600,87046.0,86386.0,86386.0,86900.0,2602900.0,86900.0,2018-03-12,^BVSP,INDEX
4588,1520946000,87333.0,86119.0,86902.0,86384.0,2735800.0,86384.0,2018-03-13,^BVSP,INDEX
4589,1521032400,86970.0,85691.0,86383.0,86051.0,2561000.0,86051.0,2018-03-14,^BVSP,INDEX
4590,1521118800,86051.0,84720.0,86051.0,84928.0,3840100.0,84928.0,2018-03-15,^BVSP,INDEX
4591,1521205200,85495.0,84525.0,84928.0,84886.0,5446200.0,84886.0,2018-03-16,^BVSP,INDEX
4592,1521464400,84886.0,83678.0,84886.0,83913.0,3330600.0,83913.0,2018-03-19,^BVSP,INDEX
4593,1521550800,84412.0,83682.0,83919.0,84164.0,2682000.0,84164.0,2018-03-20,^BVSP,INDEX
4594,1521637200,85145.0,84080.0,84166.0,84977.0,3260900.0,84977.0,2018-03-21,^BVSP,INDEX
4595,1521723600,85499.0,84197.0,84984.0,84768.0,3241700.0,84768.0,2018-03-22,^BVSP,INDEX
4596,1521810000,85450.0,84042.0,84766.0,84377.0,3176900.0,84377.0,2018-03-23,^BVSP,INDEX
4597,1522069200,85553.0,84357.0,84377.0,85088.0,2355600.0,85088.0,2018-03-26,^BVSP,INDEX
4598,1522155600,85296.0,83542.0,85103.0,83808.0,2948400.0,83808.0,2018-03-27,^BVSP,INDEX
4599,1522242000,83889.0,82889.0,83806.0,83874.0,2911400.0,83874.0,2018-03-28,^BVSP,INDEX
4600,1522328400,85708.0,83874.0,83874.0,85366.0,3150300.0,85366.0,2018-03-29,^BVSP,INDEX
4601,1522674000,85675.0,84166.0,85365.0,84666.0,2598500.0,84666.0,2018-04-02,^BVSP,INDEX
